Anio;MES;AnioMes;PKID;CantidadVentaMes
2019;5;2019-05;B2B0130001;2967
2019;6;2019-06;B2B0130001;3470
2019;7;2019-07;B2B0130001;4786
2019;8;2019-08;B2B0130001;3557
2019;9;2019-09;B2B0130001;5315
2019;10;2019-10;B2B0130001;3335
2019;11;2019-11;B2B0130001;4698
2019;12;2019-12;B2B0130001;5391
2020;1;2020-01;B2B0130001;2879
2020;2;2020-02;B2B0130001;4265
2020;3;2020-03;B2B0130001;5312
2020;4;2020-04;B2B0130001;39
2020;5;2020-05;B2B0130001;4782
2020;6;2020-06;B2B0130001;8048
2020;7;2020-07;B2B0130001;5108
2020;8;2020-08;B2B0130001;5424
2020;9;2020-09;B2B0130001;9325
2020;10;2020-10;B2B0130001;3060
2020;11;2020-11;B2B0130001;6184
2020;12;2020-12;B2B0130001;5668
2021;1;2021-01;B2B0130001;3285
2021;2;2021-02;B2B0130001;4789
2021;3;2021-03;B2B0130001;2285
2021;4;2021-04;B2B0130001;3991
2021;5;2021-05;B2B0130001;3646
2021;6;2021-06;B2B0130001;4926
2021;7;2021-07;B2B0130001;4453
2021;8;2021-08;B2B0130001;5470
2021;9;2021-09;B2B0130001;2764
2021;10;2021-10;B2B0130001;3603
2021;11;2021-11;B2B0130001;3864
2021;12;2021-12;B2B0130001;6976
2022;1;2022-01;B2B0130001;4323
2022;2;2022-02;B2B0130001;4883
2022;3;2022-03;B2B0130001;5291
2022;4;2022-04;B2B0130001;6849
2022;5;2022-05;B2B0130001;3865
2022;6;2022-06;B2B0130001;2794
2022;7;2022-07;B2B0130001;8723
2022;8;2022-08;B2B0130001;2395
2022;9;2022-09;B2B0130001;3177
2022;10;2022-10;B2B0130001;1692
2022;11;2022-11;B2B0130001;3793
2022;12;2022-12;B2B0130001;3700
2023;1;2023-01;B2B0130001;2809
2023;2;2023-02;B2B0130001;3443
2023;3;2023-03;B2B0130001;2259
2023;4;2023-04;B2B0130001;3477
2023;5;2023-05;B2B0130001;2737
2023;6;2023-06;B2B0130001;2976
2023;7;2023-07;B2B0130001;4712
2023;7;2023-07;B2B0130001;4108
2023;8;2023-08;B2B0130001;5166
2023;9;2023-09;B2B0130001;3517
2023;10;2023-10;B2B0130001;2918
2023;11;2023-11;B2B0130001;3444
2024;12;2023-12;B2B0130001;4311
2019;5;2019-05;B2B0130002;5601
2019;6;2019-06;B2B0130002;8307
2019;7;2019-07;B2B0130002;7731
2019;8;2019-08;B2B0130002;11120
2019;9;2019-09;B2B0130002;14597
2019;10;2019-10;B2B0130002;12659
2019;11;2019-11;B2B0130002;11395
2019;12;2019-12;B2B0130002;9726
2020;1;2020-01;B2B0130002;4276
2020;2;2020-02;B2B0130002;9310
2020;3;2020-03;B2B0130002;12178
2020;4;2020-04;B2B0130002;701
2020;5;2020-05;B2B0130002;9980
2020;6;2020-06;B2B0130002;13739
2020;7;2020-07;B2B0130002;17992
2020;8;2020-08;B2B0130002;12051
2020;9;2020-09;B2B0130002;18331
2020;10;2020-10;B2B0130002;10304
2020;11;2020-11;B2B0130002;10820
2020;12;2020-12;B2B0130002;10181
2021;1;2021-01;B2B0130002;9304
2021;2;2021-02;B2B0130002;7751
2021;3;2021-03;B2B0130002;8139
2021;4;2021-04;B2B0130002;8472
2021;5;2021-05;B2B0130002;8768
2021;6;2021-06;B2B0130002;9609
2021;7;2021-07;B2B0130002;10978
2021;8;2021-08;B2B0130002;8872
2021;9;2021-09;B2B0130002;19156
2021;10;2021-10;B2B0130002;7029
2021;11;2021-11;B2B0130002;6961
2021;12;2021-12;B2B0130002;8965
2022;1;2022-01;B2B0130002;9636
2022;2;2022-02;B2B0130002;9462
2022;3;2022-03;B2B0130002;11521
2022;4;2022-04;B2B0130002;18882
2022;5;2022-05;B2B0130002;7320
2022;6;2022-06;B2B0130002;6342
2022;7;2022-07;B2B0130002;12931
2022;8;2022-08;B2B0130002;4769
2022;9;2022-09;B2B0130002;16443
2022;10;2022-10;B2B0130002;18101
2022;11;2022-11;B2B0130002;4661
2022;12;2022-12;B2B0130002;5801
2023;1;2023-01;B2B0130002;6191
2023;2;2023-02;B2B0130002;6120
2023;3;2023-03;B2B0130002;7982
2023;4;2023-04;B2B0130002;11214
2023;5;2023-05;B2B0130002;4679
2023;6;2023-06;B2B0130002;7912
2023;7;2023-07;B2B0130002;11570
2023;7;2023-07;B2B0130002;8596
2023;8;2023-08;B2B0130002;9674
2023;9;2023-09;B2B0130002;8793
2023;10;2023-10;B2B0130002;8316
2023;11;2023-11;B2B0130002;7972
2024;12;2023-12;B2B0130002;7136
2019;5;2019-05;B2B0130003;572
2019;6;2019-06;B2B0130003;2351
2019;7;2019-07;B2B0130003;255
2019;8;2019-08;B2B0130003;511
2019;9;2019-09;B2B0130003;956
2019;10;2019-10;B2B0130003;729
2019;11;2019-11;B2B0130003;637
2019;12;2019-12;B2B0130003;554
2020;1;2020-01;B2B0130003;459
2020;2;2020-02;B2B0130003;739
2020;3;2020-03;B2B0130003;467
2020;4;2020-04;B2B0130003;6
2020;5;2020-05;B2B0130003;468
2020;6;2020-06;B2B0130003;367
2020;7;2020-07;B2B0130003;298
2020;8;2020-08;B2B0130003;309
2020;9;2020-09;B2B0130003;431
2020;10;2020-10;B2B0130003;865
2020;11;2020-11;B2B0130003;376
2020;12;2020-12;B2B0130003;482
2021;1;2021-01;B2B0130003;427
2021;2;2021-02;B2B0130003;334
2021;3;2021-03;B2B0130003;833
2021;4;2021-04;B2B0130003;239
2021;5;2021-05;B2B0130003;231
2021;6;2021-06;B2B0130003;4
2021;7;2021-07;B2B0130003;89
2021;9;2021-09;B2B0130003;5
2021;11;2021-11;B2B0130003;8
2021;12;2021-12;B2B0130003;8
2022;1;2022-01;B2B0130003;9
2023;7;2023-07;B2B0130003;0
2023;8;2023-08;B2B0130003;0
2023;9;2023-09;B2B0130003;0
2023;10;2023-10;B2B0130003;0
2019;5;2019-05;B2B0130004;92
2019;6;2019-06;B2B0130004;369
2019;7;2019-07;B2B0130004;566
2019;8;2019-08;B2B0130004;445
2019;9;2019-09;B2B0130004;552
2019;10;2019-10;B2B0130004;317
2019;11;2019-11;B2B0130004;294
2019;12;2019-12;B2B0130004;509
2020;1;2020-01;B2B0130004;241
2020;2;2020-02;B2B0130004;439
2020;3;2020-03;B2B0130004;293
2020;4;2020-04;B2B0130004;8
2020;5;2020-05;B2B0130004;187
2020;6;2020-06;B2B0130004;429
2020;7;2020-07;B2B0130004;390
2020;8;2020-08;B2B0130004;154
2020;9;2020-09;B2B0130004;634
2020;10;2020-10;B2B0130004;521
2020;11;2020-11;B2B0130004;516
2020;12;2020-12;B2B0130004;377
2021;1;2021-01;B2B0130004;327
2021;2;2021-02;B2B0130004;474
2021;3;2021-03;B2B0130004;552
2021;4;2021-04;B2B0130004;215
2021;5;2021-05;B2B0130004;597
2021;6;2021-06;B2B0130004;330
2021;7;2021-07;B2B0130004;485
2021;8;2021-08;B2B0130004;2
2021;9;2021-09;B2B0130004;2
2021;11;2021-11;B2B0130004;8
2021;12;2021-12;B2B0130004;9
2022;1;2022-01;B2B0130004;5
2022;2;2022-02;B2B0130004;1
2022;7;2022-07;B2B0130004;16
2023;7;2023-07;B2B0130004;2
2023;8;2023-08;B2B0130004;10
2023;9;2023-09;B2B0130004;4
2023;10;2023-10;B2B0130004;4
2023;11;2023-11;B2B0130004;3
2024;12;2023-12;B2B0130004;3
2019;5;2019-05;B2B0130006;1555
2019;6;2019-06;B2B0130006;1054
2019;7;2019-07;B2B0130006;1487
2019;8;2019-08;B2B0130006;905
2019;9;2019-09;B2B0130006;1251
2019;10;2019-10;B2B0130006;1088
2019;11;2019-11;B2B0130006;1650
2019;12;2019-12;B2B0130006;1410
2020;1;2020-01;B2B0130006;617
2020;2;2020-02;B2B0130006;1477
2020;3;2020-03;B2B0130006;740
2020;4;2020-04;B2B0130006;44
2020;5;2020-05;B2B0130006;1092
2020;6;2020-06;B2B0130006;2029
2020;7;2020-07;B2B0130006;2024
2020;8;2020-08;B2B0130006;1583
2020;9;2020-09;B2B0130006;2213
2020;10;2020-10;B2B0130006;1753
2020;11;2020-11;B2B0130006;1540
2020;12;2020-12;B2B0130006;2455
2021;1;2021-01;B2B0130006;1764
2021;2;2021-02;B2B0130006;1786
2021;3;2021-03;B2B0130006;344
2021;4;2021-04;B2B0130006;849
2021;5;2021-05;B2B0130006;476
2021;6;2021-06;B2B0130006;794
2021;7;2021-07;B2B0130006;1091
2021;8;2021-08;B2B0130006;393
2021;9;2021-09;B2B0130006;546
2021;10;2021-10;B2B0130006;345
2021;11;2021-11;B2B0130006;447
2021;12;2021-12;B2B0130006;616
2022;1;2022-01;B2B0130006;490
2022;2;2022-02;B2B0130006;512
2022;3;2022-03;B2B0130006;643
2022;4;2022-04;B2B0130006;355
2022;5;2022-05;B2B0130006;384
2022;6;2022-06;B2B0130006;363
2022;7;2022-07;B2B0130006;255
2022;8;2022-08;B2B0130006;690
2022;9;2022-09;B2B0130006;264
2022;10;2022-10;B2B0130006;316
2022;11;2022-11;B2B0130006;663
2022;12;2022-12;B2B0130006;466
2023;1;2023-01;B2B0130006;470
2023;2;2023-02;B2B0130006;308
2023;3;2023-03;B2B0130006;332
2023;4;2023-04;B2B0130006;514
2023;5;2023-05;B2B0130006;658
2023;6;2023-06;B2B0130006;469
2023;7;2023-07;B2B0130006;1223
2023;7;2023-07;B2B0130006;930
2023;8;2023-08;B2B0130006;697
2023;9;2023-09;B2B0130006;536
2023;10;2023-10;B2B0130006;505
2023;11;2023-11;B2B0130006;533
2024;12;2023-12;B2B0130006;646
2019;12;2019-12;B2B0130007;515
2020;3;2020-03;B2B0130007;7
2020;6;2020-06;B2B0130007;3
2021;12;2021-12;B2B0130007;4
2022;5;2022-05;B2B0130007;11
2023;7;2023-07;B2B0130007;0
2023;8;2023-08;B2B0130007;0
2023;9;2023-09;B2B0130007;0
2023;10;2023-10;B2B0130007;0
2023;11;2023-11;B2B0130007;0
2024;12;2023-12;B2B0130007;0
2019;5;2019-05;B2B0130008;2807
2019;6;2019-06;B2B0130008;1739
2019;7;2019-07;B2B0130008;2209
2019;8;2019-08;B2B0130008;1523
2019;9;2019-09;B2B0130008;2505
2019;10;2019-10;B2B0130008;2471
2019;11;2019-11;B2B0130008;2699
2019;12;2019-12;B2B0130008;2312
2020;1;2020-01;B2B0130008;1508
2020;2;2020-02;B2B0130008;2464
2020;3;2020-03;B2B0130008;1383
2020;4;2020-04;B2B0130008;13
2020;5;2020-05;B2B0130008;1715
2020;6;2020-06;B2B0130008;3483
2020;7;2020-07;B2B0130008;2702
2020;8;2020-08;B2B0130008;3313
2020;9;2020-09;B2B0130008;4328
2020;10;2020-10;B2B0130008;4534
2020;11;2020-11;B2B0130008;1805
2020;12;2020-12;B2B0130008;4326
2021;1;2021-01;B2B0130008;4129
2021;2;2021-02;B2B0130008;1588
2021;3;2021-03;B2B0130008;352
2021;4;2021-04;B2B0130008;2359
2021;5;2021-05;B2B0130008;1321
2021;6;2021-06;B2B0130008;2318
2021;7;2021-07;B2B0130008;2722
2021;8;2021-08;B2B0130008;706
2021;9;2021-09;B2B0130008;941
2021;10;2021-10;B2B0130008;379
2021;11;2021-11;B2B0130008;878
2021;12;2021-12;B2B0130008;770
2022;1;2022-01;B2B0130008;912
2022;2;2022-02;B2B0130008;781
2022;3;2022-03;B2B0130008;1086
2022;4;2022-04;B2B0130008;695
2022;5;2022-05;B2B0130008;819
2022;6;2022-06;B2B0130008;981
2022;7;2022-07;B2B0130008;880
2022;8;2022-08;B2B0130008;1677
2022;9;2022-09;B2B0130008;330
2022;10;2022-10;B2B0130008;462
2022;11;2022-11;B2B0130008;718
2022;12;2022-12;B2B0130008;806
2023;1;2023-01;B2B0130008;892
2023;2;2023-02;B2B0130008;731
2023;3;2023-03;B2B0130008;629
2023;4;2023-04;B2B0130008;1210
2023;5;2023-05;B2B0130008;1057
2023;6;2023-06;B2B0130008;983
2023;7;2023-07;B2B0130008;2585
2023;7;2023-07;B2B0130008;1058
2023;8;2023-08;B2B0130008;1764
2023;9;2023-09;B2B0130008;1188
2023;10;2023-10;B2B0130008;1108
2023;11;2023-11;B2B0130008;1104
2024;12;2023-12;B2B0130008;1060
2019;5;2019-05;B2B0130009;94
2019;6;2019-06;B2B0130009;85
2019;7;2019-07;B2B0130009;414
2019;8;2019-08;B2B0130009;391
2019;9;2019-09;B2B0130009;541
2019;10;2019-10;B2B0130009;237
2019;11;2019-11;B2B0130009;240
2019;12;2019-12;B2B0130009;298
2020;1;2020-01;B2B0130009;263
2020;2;2020-02;B2B0130009;384
2020;3;2020-03;B2B0130009;160
2020;4;2020-04;B2B0130009;2
2020;5;2020-05;B2B0130009;221
2020;6;2020-06;B2B0130009;480
2020;7;2020-07;B2B0130009;437
2020;8;2020-08;B2B0130009;202
2020;9;2020-09;B2B0130009;644
2020;10;2020-10;B2B0130009;502
2020;11;2020-11;B2B0130009;511
2020;12;2020-12;B2B0130009;518
2021;1;2021-01;B2B0130009;637
2021;2;2021-02;B2B0130009;634
2021;3;2021-03;B2B0130009;181
2021;4;2021-04;B2B0130009;8
2021;5;2021-05;B2B0130009;74
2021;6;2021-06;B2B0130009;286
2021;7;2021-07;B2B0130009;20
2021;8;2021-08;B2B0130009;7
2021;9;2021-09;B2B0130009;3
2021;10;2021-10;B2B0130009;8
2021;11;2021-11;B2B0130009;19
2021;12;2021-12;B2B0130009;10
2022;1;2022-01;B2B0130009;16
2022;7;2022-07;B2B0130009;2
2023;7;2023-07;B2B0130009;11
2023;8;2023-08;B2B0130009;25
2023;9;2023-09;B2B0130009;15
2023;10;2023-10;B2B0130009;8
2023;11;2023-11;B2B0130009;11
2024;12;2023-12;B2B0130009;10
2019;5;2019-05;B2B0130034;171
2019;6;2019-06;B2B0130034;74
2019;7;2019-07;B2B0130034;157
2019;8;2019-08;B2B0130034;195
2019;9;2019-09;B2B0130034;283
2019;10;2019-10;B2B0130034;157
2019;11;2019-11;B2B0130034;178
2019;12;2019-12;B2B0130034;135
2020;1;2020-01;B2B0130034;205
2020;2;2020-02;B2B0130034;169
2020;3;2020-03;B2B0130034;132
2020;4;2020-04;B2B0130034;2
2020;5;2020-05;B2B0130034;69
2020;6;2020-06;B2B0130034;99
2020;7;2020-07;B2B0130034;219
2020;8;2020-08;B2B0130034;157
2020;9;2020-09;B2B0130034;148
2020;10;2020-10;B2B0130034;195
2020;11;2020-11;B2B0130034;135
2020;12;2020-12;B2B0130034;148
2021;1;2021-01;B2B0130034;73
2021;3;2021-03;B2B0130034;5
2021;5;2021-05;B2B0130034;532
2021;6;2021-06;B2B0130034;343
2021;7;2021-07;B2B0130034;335
2021;8;2021-08;B2B0130034;303
2021;9;2021-09;B2B0130034;3
2021;10;2021-10;B2B0130034;6
2021;11;2021-11;B2B0130034;261
2022;1;2022-01;B2B0130034;12
2022;2;2022-02;B2B0130034;16
2022;3;2022-03;B2B0130034;30
2022;4;2022-04;B2B0130034;51
2022;5;2022-05;B2B0130034;11
2022;6;2022-06;B2B0130034;142
2022;7;2022-07;B2B0130034;4
2023;7;2023-07;B2B0130034;85
2023;8;2023-08;B2B0130034;4
2023;9;2023-09;B2B0130034;9
2023;10;2023-10;B2B0130034;8
2023;11;2023-11;B2B0130034;8
2024;12;2023-12;B2B0130034;0
2019;5;2019-05;B2B0130039;177
2019;6;2019-06;B2B0130039;28
2019;7;2019-07;B2B0130039;49
2019;8;2019-08;B2B0130039;184
2019;9;2019-09;B2B0130039;209
2019;10;2019-10;B2B0130039;114
2019;11;2019-11;B2B0130039;171
2019;12;2019-12;B2B0130039;268
2020;1;2020-01;B2B0130039;13
2020;2;2020-02;B2B0130039;7
2020;3;2020-03;B2B0130039;21
2020;5;2020-05;B2B0130039;40
2020;6;2020-06;B2B0130039;27
2020;7;2020-07;B2B0130039;42
2020;8;2020-08;B2B0130039;14
2020;9;2020-09;B2B0130039;12
2020;10;2020-10;B2B0130039;47
2020;11;2020-11;B2B0130039;5
2022;5;2022-05;B2B0130039;48
2023;7;2023-07;B2B0130039;0
2023;8;2023-08;B2B0130039;0
2023;9;2023-09;B2B0130039;0
2023;10;2023-10;B2B0130039;0
2023;11;2023-11;B2B0130039;0
2024;12;2023-12;B2B0130039;0
2019;5;2019-05;B2B0130040;119
2019;6;2019-06;B2B0130040;53
2019;7;2019-07;B2B0130040;52
2019;8;2019-08;B2B0130040;37
2019;9;2019-09;B2B0130040;117
2019;10;2019-10;B2B0130040;153
2019;11;2019-11;B2B0130040;126
2019;12;2019-12;B2B0130040;70
2020;1;2020-01;B2B0130040;121
2020;2;2020-02;B2B0130040;195
2020;3;2020-03;B2B0130040;115
2020;5;2020-05;B2B0130040;158
2020;6;2020-06;B2B0130040;193
2020;7;2020-07;B2B0130040;150
2020;8;2020-08;B2B0130040;491
2020;9;2020-09;B2B0130040;218
2020;10;2020-10;B2B0130040;111
2020;11;2020-11;B2B0130040;260
2020;12;2020-12;B2B0130040;478
2021;1;2021-01;B2B0130040;292
2021;2;2021-02;B2B0130040;21
2021;5;2021-05;B2B0130040;5
2021;6;2021-06;B2B0130040;12
2021;12;2021-12;B2B0130040;1
2023;7;2023-07;B2B0130040;0
2023;8;2023-08;B2B0130040;0
2023;9;2023-09;B2B0130040;0
2023;10;2023-10;B2B0130040;0
2023;11;2023-11;B2B0130040;0
2024;12;2023-12;B2B0130040;0
2019;5;2019-05;B2B0130042;370
2019;6;2019-06;B2B0130042;153
2019;7;2019-07;B2B0130042;205
2019;8;2019-08;B2B0130042;166
2019;9;2019-09;B2B0130042;245
2019;10;2019-10;B2B0130042;244
2019;11;2019-11;B2B0130042;199
2019;12;2019-12;B2B0130042;399
2020;1;2020-01;B2B0130042;387
2020;2;2020-02;B2B0130042;213
2020;3;2020-03;B2B0130042;233
2020;5;2020-05;B2B0130042;362
2020;6;2020-06;B2B0130042;522
2020;7;2020-07;B2B0130042;677
2020;8;2020-08;B2B0130042;989
2020;9;2020-09;B2B0130042;682
2020;10;2020-10;B2B0130042;1068
2020;11;2020-11;B2B0130042;289
2020;12;2020-12;B2B0130042;17
2021;1;2021-01;B2B0130042;5
2021;2;2021-02;B2B0130042;1
2021;3;2021-03;B2B0130042;313
2021;4;2021-04;B2B0130042;624
2021;5;2021-05;B2B0130042;65
2021;7;2021-07;B2B0130042;2
2021;12;2021-12;B2B0130042;0
2023;8;2023-08;B2B0130042;0
2023;9;2023-09;B2B0130042;0
2023;10;2023-10;B2B0130042;0
2023;11;2023-11;B2B0130042;0
2024;12;2023-12;B2B0130042;0
2019;5;2019-05;B2B0130057;80
2019;6;2019-06;B2B0130057;101
2019;7;2019-07;B2B0130057;82
2019;8;2019-08;B2B0130057;41
2019;9;2019-09;B2B0130057;152
2019;10;2019-10;B2B0130057;93
2019;11;2019-11;B2B0130057;56
2019;12;2019-12;B2B0130057;115
2020;1;2020-01;B2B0130057;63
2020;2;2020-02;B2B0130057;44
2020;3;2020-03;B2B0130057;63
2020;4;2020-04;B2B0130057;2
2020;5;2020-05;B2B0130057;55
2020;6;2020-06;B2B0130057;49
2020;7;2020-07;B2B0130057;73
2020;8;2020-08;B2B0130057;75
2020;9;2020-09;B2B0130057;11
2020;10;2020-10;B2B0130057;90
2020;11;2020-11;B2B0130057;86
2023;7;2023-07;B2B0130057;0
2023;8;2023-08;B2B0130057;0
2023;9;2023-09;B2B0130057;0
2023;10;2023-10;B2B0130057;0
2023;11;2023-11;B2B0130057;0
2024;12;2023-12;B2B0130057;0
2019;5;2019-05;B2B0130058;8
2019;6;2019-06;B2B0130058;19
2019;7;2019-07;B2B0130058;16
2019;8;2019-08;B2B0130058;47
2019;9;2019-09;B2B0130058;20
2019;10;2019-10;B2B0130058;4
2019;12;2019-12;B2B0130058;19
2020;1;2020-01;B2B0130058;26
2020;5;2020-05;B2B0130058;1
2020;6;2020-06;B2B0130058;15
2020;7;2020-07;B2B0130058;8
2020;8;2020-08;B2B0130058;158
2020;9;2020-09;B2B0130058;58
2020;10;2020-10;B2B0130058;33
2020;11;2020-11;B2B0130058;62
2020;12;2020-12;B2B0130058;95
2021;1;2021-01;B2B0130058;67
2021;2;2021-02;B2B0130058;29
2022;5;2022-05;B2B0130058;1
2023;7;2023-07;B2B0130058;0
2023;8;2023-08;B2B0130058;0
2023;9;2023-09;B2B0130058;0
2023;10;2023-10;B2B0130058;0
2023;11;2023-11;B2B0130058;0
2024;12;2023-12;B2B0130058;0
2019;5;2019-05;B2B0130135;235
2019;6;2019-06;B2B0130135;227
2019;7;2019-07;B2B0130135;386
2019;8;2019-08;B2B0130135;228
2019;9;2019-09;B2B0130135;301
2019;10;2019-10;B2B0130135;279
2019;11;2019-11;B2B0130135;294
2019;12;2019-12;B2B0130135;267
2020;1;2020-01;B2B0130135;298
2020;2;2020-02;B2B0130135;325
2020;3;2020-03;B2B0130135;303
2020;4;2020-04;B2B0130135;13
2020;5;2020-05;B2B0130135;449
2020;6;2020-06;B2B0130135;625
2020;7;2020-07;B2B0130135;992
2020;8;2020-08;B2B0130135;892
2020;9;2020-09;B2B0130135;428
2020;10;2020-10;B2B0130135;681
2020;11;2020-11;B2B0130135;465
2020;12;2020-12;B2B0130135;95
2021;1;2021-01;B2B0130135;398
2021;2;2021-02;B2B0130135;89
2021;3;2021-03;B2B0130135;121
2021;4;2021-04;B2B0130135;133
2021;5;2021-05;B2B0130135;130
2021;6;2021-06;B2B0130135;162
2021;7;2021-07;B2B0130135;376
2021;8;2021-08;B2B0130135;566
2021;9;2021-09;B2B0130135;603
2021;10;2021-10;B2B0130135;201
2021;11;2021-11;B2B0130135;365
2021;12;2021-12;B2B0130135;223
2022;1;2022-01;B2B0130135;44
2022;2;2022-02;B2B0130135;14
2022;4;2022-04;B2B0130135;5
2022;7;2022-07;B2B0130135;5
2022;8;2022-08;B2B0130135;75
2022;9;2022-09;B2B0130135;116
2022;10;2022-10;B2B0130135;21
2023;7;2023-07;B2B0130135;15
2023;8;2023-08;B2B0130135;32
2023;9;2023-09;B2B0130135;48
2023;10;2023-10;B2B0130135;57
2023;11;2023-11;B2B0130135;37
2024;12;2023-12;B2B0130135;8
2019;5;2019-05;B2B0130198;2745
2019;6;2019-06;B2B0130198;2056
2019;7;2019-07;B2B0130198;2865
2019;8;2019-08;B2B0130198;1608
2019;9;2019-09;B2B0130198;2532
2019;10;2019-10;B2B0130198;2171
2019;11;2019-11;B2B0130198;2212
2019;12;2019-12;B2B0130198;2519
2020;1;2020-01;B2B0130198;1255
2020;2;2020-02;B2B0130198;2606
2020;3;2020-03;B2B0130198;1298
2020;4;2020-04;B2B0130198;73
2020;5;2020-05;B2B0130198;866
2020;6;2020-06;B2B0130198;1548
2020;7;2020-07;B2B0130198;2295
2020;8;2020-08;B2B0130198;1553
2020;9;2020-09;B2B0130198;2455
2020;10;2020-10;B2B0130198;1493
2020;11;2020-11;B2B0130198;1728
2020;12;2020-12;B2B0130198;2424
2021;1;2021-01;B2B0130198;1167
2021;2;2021-02;B2B0130198;2191
2021;3;2021-03;B2B0130198;2025
2021;4;2021-04;B2B0130198;2041
2021;5;2021-05;B2B0130198;1377
2021;6;2021-06;B2B0130198;1316
2021;7;2021-07;B2B0130198;2153
2021;8;2021-08;B2B0130198;1607
2021;9;2021-09;B2B0130198;2746
2021;10;2021-10;B2B0130198;1037
2021;11;2021-11;B2B0130198;1272
2021;12;2021-12;B2B0130198;2939
2022;1;2022-01;B2B0130198;3272
2022;2;2022-02;B2B0130198;2650
2022;3;2022-03;B2B0130198;2104
2022;4;2022-04;B2B0130198;1653
2022;5;2022-05;B2B0130198;1638
2022;6;2022-06;B2B0130198;1024
2022;7;2022-07;B2B0130198;1288
2022;8;2022-08;B2B0130198;2590
2022;9;2022-09;B2B0130198;3350
2022;10;2022-10;B2B0130198;2537
2022;11;2022-11;B2B0130198;2206
2022;12;2022-12;B2B0130198;3419
2023;1;2023-01;B2B0130198;4024
2023;2;2023-02;B2B0130198;3676
2023;3;2023-03;B2B0130198;1813
2023;4;2023-04;B2B0130198;2275
2023;5;2023-05;B2B0130198;1617
2023;6;2023-06;B2B0130198;3219
2023;7;2023-07;B2B0130198;2731
2023;7;2023-07;B2B0130198;3580
2023;8;2023-08;B2B0130198;2424
2023;9;2023-09;B2B0130198;2466
2023;10;2023-10;B2B0130198;2968
2023;11;2023-11;B2B0130198;2457
2024;12;2023-12;B2B0130198;2297
2019;5;2019-05;B2B0130248;113
2019;6;2019-06;B2B0130248;175
2019;7;2019-07;B2B0130248;165
2019;8;2019-08;B2B0130248;203
2019;9;2019-09;B2B0130248;95
2019;10;2019-10;B2B0130248;123
2019;11;2019-11;B2B0130248;409
2019;12;2019-12;B2B0130248;306
2020;1;2020-01;B2B0130248;127
2020;2;2020-02;B2B0130248;239
2020;3;2020-03;B2B0130248;73
2020;4;2020-04;B2B0130248;6
2020;5;2020-05;B2B0130248;167
2020;6;2020-06;B2B0130248;186
2020;7;2020-07;B2B0130248;287
2020;8;2020-08;B2B0130248;280
2020;9;2020-09;B2B0130248;328
2020;10;2020-10;B2B0130248;339
2020;11;2020-11;B2B0130248;358
2020;12;2020-12;B2B0130248;550
2021;1;2021-01;B2B0130248;466
2021;2;2021-02;B2B0130248;417
2021;3;2021-03;B2B0130248;1476
2021;4;2021-04;B2B0130248;219
2021;5;2021-05;B2B0130248;182
2021;6;2021-06;B2B0130248;332
2021;7;2021-07;B2B0130248;403
2021;8;2021-08;B2B0130248;168
2021;9;2021-09;B2B0130248;277
2021;10;2021-10;B2B0130248;243
2021;11;2021-11;B2B0130248;193
2021;12;2021-12;B2B0130248;229
2022;1;2022-01;B2B0130248;455
2022;2;2022-02;B2B0130248;340
2022;3;2022-03;B2B0130248;233
2022;4;2022-04;B2B0130248;207
2022;5;2022-05;B2B0130248;279
2022;6;2022-06;B2B0130248;213
2022;7;2022-07;B2B0130248;271
2022;8;2022-08;B2B0130248;326
2022;9;2022-09;B2B0130248;90
2022;10;2022-10;B2B0130248;155
2022;11;2022-11;B2B0130248;382
2022;12;2022-12;B2B0130248;322
2023;1;2023-01;B2B0130248;116
2023;2;2023-02;B2B0130248;250
2023;3;2023-03;B2B0130248;234
2023;4;2023-04;B2B0130248;177
2023;5;2023-05;B2B0130248;132
2023;6;2023-06;B2B0130248;130
2023;7;2023-07;B2B0130248;250
2023;7;2023-07;B2B0130248;234
2023;8;2023-08;B2B0130248;266
2023;9;2023-09;B2B0130248;281
2023;10;2023-10;B2B0130248;230
2023;11;2023-11;B2B0130248;267
2024;12;2023-12;B2B0130248;299
2019;5;2019-05;B2B0130249;199
2019;6;2019-06;B2B0130249;149
2019;7;2019-07;B2B0130249;107
2019;8;2019-08;B2B0130249;164
2019;9;2019-09;B2B0130249;128
2019;10;2019-10;B2B0130249;462
2019;11;2019-11;B2B0130249;465
2019;12;2019-12;B2B0130249;683
2020;1;2020-01;B2B0130249;268
2020;2;2020-02;B2B0130249;163
2020;3;2020-03;B2B0130249;97
2020;5;2020-05;B2B0130249;162
2020;6;2020-06;B2B0130249;231
2020;7;2020-07;B2B0130249;261
2020;8;2020-08;B2B0130249;293
2020;9;2020-09;B2B0130249;259
2020;10;2020-10;B2B0130249;408
2020;11;2020-11;B2B0130249;256
2020;12;2020-12;B2B0130249;577
2021;1;2021-01;B2B0130249;1196
2021;2;2021-02;B2B0130249;972
2021;3;2021-03;B2B0130249;465
2021;4;2021-04;B2B0130249;243
2021;5;2021-05;B2B0130249;334
2021;6;2021-06;B2B0130249;399
2021;7;2021-07;B2B0130249;313
2021;8;2021-08;B2B0130249;301
2021;9;2021-09;B2B0130249;253
2021;10;2021-10;B2B0130249;218
2021;11;2021-11;B2B0130249;214
2021;12;2021-12;B2B0130249;240
2022;1;2022-01;B2B0130249;411
